image_url,game_id,current_club_name,season,name,position,name,sub_position,country_of_citizenship,goals,assists,minutes_played,market_value_in_eur,yellow_cards,red_cards
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3852593,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,eredivisie,Defensive Midfield,Austria,0,0,45,6500000,1,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3852619,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,eredivisie,Defensive Midfield,Austria,0,0,8,6500000,1,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3852682,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,eredivisie,Defensive Midfield,Austria,0,0,4,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3852709,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,eredivisie,Defensive Midfield,Austria,0,0,1,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3852745,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,eredivisie,Defensive Midfield,Austria,0,0,72,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3852754,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,eredivisie,Defensive Midfield,Austria,0,0,90,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3852769,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,eredivisie,Defensive Midfield,Austria,0,0,90,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3911720,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,uefa-champions-league,Defensive Midfield,Austria,0,0,5,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3911726,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,uefa-champions-league,Defensive Midfield,Austria,0,0,25,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3911729,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,uefa-champions-league,Defensive Midfield,Austria,0,0,3,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3913722,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,uefa-champions-league,Defensive Midfield,Austria,0,0,10,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,3913725,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,uefa-champions-league,Defensive Midfield,Austria,0,0,10,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,4025322,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,toto-knvb-beker,Defensive Midfield,Austria,0,0,81,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,4035609,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,toto-knvb-beker,Defensive Midfield,Austria,0,0,1,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/195736-1682331274.jpg?lm=1,4056454,Ajax Amsterdam,2022,Florian Grillitsch,Midfield,toto-knvb-beker,Defensive Midfield,Austria,0,0,68,6500000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2459869,Ajax Amsterdam,2014,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2459880,Ajax Amsterdam,2014,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2483442,Ajax Amsterdam,2014,Remko Pasveer,Goalkeeper,europa-league,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2492412,Ajax Amsterdam,2014,Remko Pasveer,Goalkeeper,europa-league,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2492419,Ajax Amsterdam,2014,Remko Pasveer,Goalkeeper,europa-league,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2496935,Ajax Amsterdam,2014,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2500762,Ajax Amsterdam,2014,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2509864,Ajax Amsterdam,2014,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,120,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2627505,Ajax Amsterdam,2015,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2629035,Ajax Amsterdam,2015,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2642407,Ajax Amsterdam,2015,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,49,250000,0,1
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2647590,Ajax Amsterdam,2015,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2700709,Ajax Amsterdam,2016,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2700719,Ajax Amsterdam,2016,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2700727,Ajax Amsterdam,2016,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2755696,Ajax Amsterdam,2016,Remko Pasveer,Goalkeeper,uefa-champions-league,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2756530,Ajax Amsterdam,2016,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2763351,Ajax Amsterdam,2016,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2864911,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2864947,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,johan-cruijff-schaal,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2864952,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2864992,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2865022,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2865033,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,1,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2865038,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2865065,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2865071,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2865084,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2865090,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2865101,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2865142,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2867373,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2867401,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2867587,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2867597,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2870884,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2877278,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2877293,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2877306,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2877329,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2877344,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2877812,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2888294,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2888306,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2888314,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2919792,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,europa-league,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2919805,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,europa-league,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2919837,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,europa-league,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2919871,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,europa-league,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2919884,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,europa-league,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2919920,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,europa-league,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,2920486,Ajax Amsterdam,2017,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,120,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3097391,Ajax Amsterdam,2018,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3141083,Ajax Amsterdam,2018,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3141158,Ajax Amsterdam,2018,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3141170,Ajax Amsterdam,2018,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3141179,Ajax Amsterdam,2018,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,1,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3141187,Ajax Amsterdam,2018,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3141194,Ajax Amsterdam,2018,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3141205,Ajax Amsterdam,2018,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3212114,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216042,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216047,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216057,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216072,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216075,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216087,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216098,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216108,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216114,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216121,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216133,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216137,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,1,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216154,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216155,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,1,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216169,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216177,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,1,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216190,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216192,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216205,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216210,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216219,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216232,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216242,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216248,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3216258,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,eredivisie,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3296151,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,90,250000,0,0
https://img.a.transfermarkt.technology/portrait/header/25520-1666951851.jpg?lm=1,3310076,Ajax Amsterdam,2019,Remko Pasveer,Goalkeeper,toto-knvb-beker,Goalkeeper,Netherlands,0,0,90,250000,0,0
